Region,Watershed,Segment Interval,Independent Variable,varcomp,proportion,source_file
CPF,MW,20m,sfm_deposition_logtrans,tailup_de,0.860357800643634,CPF\Outputs\Segmented 20m\MW sfm_deposition_logtrans\varcomp_results.csv
CPF,MW,20m,sfm_deposition_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 20m\MW sfm_deposition_logtrans\varcomp_results.csv
CPF,MW,20m,sfm_deposition_logtrans,euclid_de,7.90627570218731e-13,CPF\Outputs\Segmented 20m\MW sfm_deposition_logtrans\varcomp_results.csv
CPF,MW,20m,sfm_deposition_logtrans,nugget,1.27204123258157e-08,CPF\Outputs\Segmented 20m\MW sfm_deposition_logtrans\varcomp_results.csv
CPF,MW,20m,sfm_erosion_logtrans,Covariates (PR-sq),0.211771496544497,CPF\Outputs\Segmented 20m\MW sfm_erosion_logtrans\varcomp_results.csv
CPF,MW,20m,sfm_erosion_logtrans,tailup_de,0.78822850329766,CPF\Outputs\Segmented 20m\MW sfm_erosion_logtrans\varcomp_results.csv
CPF,MW,20m,sfm_erosion_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 20m\MW sfm_erosion_logtrans\varcomp_results.csv
CPF,MW,20m,sfm_erosion_logtrans,euclid_de,5.15954642403448e-12,CPF\Outputs\Segmented 20m\MW sfm_erosion_logtrans\varcomp_results.csv
CPF,MW,20m,sfm_erosion_logtrans,nugget,1.5268423360469701e-10,CPF\Outputs\Segmented 20m\MW sfm_erosion_logtrans\varcomp_results.csv
CPF,MW,20m,sfm_net change_logtrans,Covariates (PR-sq),0.112986527638433,CPF\Outputs\Segmented 20m\MW sfm_net change_logtrans\varcomp_results.csv
CPF,MW,20m,sfm_net change_logtrans,tailup_de,0.0935570440909729,CPF\Outputs\Segmented 20m\MW sfm_net change_logtrans\varcomp_results.csv
CPF,MW,20m,sfm_net change_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 20m\MW sfm_net change_logtrans\varcomp_results.csv
CPF,MW,20m,sfm_net change_logtrans,euclid_de,0.793456428270594,CPF\Outputs\Segmented 20m\MW sfm_net change_logtrans\varcomp_results.csv
CPF,MW,20m,sfm_net change_logtrans,nugget,3.58440077266904e-53,CPF\Outputs\Segmented 20m\MW sfm_net change_logtrans\varcomp_results.csv
CPF,UE,20m,lidar_erosion_logtrans,Covariates (PR-sq),0.0849066557202205,CPF\Outputs\Segmented 20m\UE lidar_erosion_logtrans\varcomp_results.csv
CPF,UE,20m,lidar_erosion_logtrans,tailup_de,0.330967673392624,CPF\Outputs\Segmented 20m\UE lidar_erosion_logtrans\varcomp_results.csv
CPF,UE,20m,lidar_erosion_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 20m\UE lidar_erosion_logtrans\varcomp_results.csv
CPF,UE,20m,lidar_erosion_logtrans,euclid_de,0.0702486227054609,CPF\Outputs\Segmented 20m\UE lidar_erosion_logtrans\varcomp_results.csv
CPF,UE,20m,lidar_erosion_logtrans,nugget,0.513877048181694,CPF\Outputs\Segmented 20m\UE lidar_erosion_logtrans\varcomp_results.csv
CPF,UE,20m,sfm_deposition_logtrans,Covariates (PR-sq),0.434720549095542,CPF\Outputs\Segmented 20m\UE sfm_deposition_logtrans\varcomp_results.csv
CPF,UE,20m,sfm_deposition_logtrans,tailup_de,0.070960941453842,CPF\Outputs\Segmented 20m\UE sfm_deposition_logtrans\varcomp_results.csv
CPF,UE,20m,sfm_deposition_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 20m\UE sfm_deposition_logtrans\varcomp_results.csv
CPF,UE,20m,sfm_deposition_logtrans,euclid_de,0.4943178826056,CPF\Outputs\Segmented 20m\UE sfm_deposition_logtrans\varcomp_results.csv
CPF,UE,20m,sfm_deposition_logtrans,nugget,6.26845016506669e-07,CPF\Outputs\Segmented 20m\UE sfm_deposition_logtrans\varcomp_results.csv
CPF,UE,20m,sfm_erosion_logtrans,Covariates (PR-sq),0.194483355573919,CPF\Outputs\Segmented 20m\UE sfm_erosion_logtrans\varcomp_results.csv
CPF,UE,20m,sfm_erosion_logtrans,tailup_de,0.805414695055247,CPF\Outputs\Segmented 20m\UE sfm_erosion_logtrans\varcomp_results.csv
CPF,UE,20m,sfm_erosion_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 20m\UE sfm_erosion_logtrans\varcomp_results.csv
CPF,UE,20m,sfm_erosion_logtrans,euclid_de,7.118381292859961e-09,CPF\Outputs\Segmented 20m\UE sfm_erosion_logtrans\varcomp_results.csv
CPF,UE,20m,sfm_erosion_logtrans,nugget,0.0001019422524529,CPF\Outputs\Segmented 20m\UE sfm_erosion_logtrans\varcomp_results.csv
CPF,UE,20m,sfm_net change_logtrans,Covariates (PR-sq),0.0785527710194187,CPF\Outputs\Segmented 20m\UE sfm_net change_logtrans\varcomp_results.csv
CPF,UE,20m,sfm_net change_logtrans,tailup_de,5.56517081500149e-06,CPF\Outputs\Segmented 20m\UE sfm_net change_logtrans\varcomp_results.csv
CPF,UE,20m,sfm_net change_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 20m\UE sfm_net change_logtrans\varcomp_results.csv
CPF,UE,20m,sfm_net change_logtrans,euclid_de,0.921441663809766,CPF\Outputs\Segmented 20m\UE sfm_net change_logtrans\varcomp_results.csv
CPF,UE,20m,sfm_net change_logtrans,nugget,9.65610464678518e-19,CPF\Outputs\Segmented 20m\UE sfm_net change_logtrans\varcomp_results.csv
CPF,UM,20m,lidar_erosion_logtrans,Covariates (PR-sq),0.0608583743902823,CPF\Outputs\Segmented 20m\UM lidar_erosion_logtrans\varcomp_results.csv
CPF,UM,20m,lidar_erosion_logtrans,tailup_de,0.815716189390684,CPF\Outputs\Segmented 20m\UM lidar_erosion_logtrans\varcomp_results.csv
CPF,UM,20m,lidar_erosion_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 20m\UM lidar_erosion_logtrans\varcomp_results.csv
CPF,UM,20m,lidar_erosion_logtrans,euclid_de,3.61518764411361e-35,CPF\Outputs\Segmented 20m\UM lidar_erosion_logtrans\varcomp_results.csv
CPF,UM,20m,lidar_erosion_logtrans,nugget,0.123425436219033,CPF\Outputs\Segmented 20m\UM lidar_erosion_logtrans\varcomp_results.csv
CPF,UM,20m,sfm_deposition_logtrans,Covariates (PR-sq),0.0530568625840546,CPF\Outputs\Segmented 20m\UM sfm_deposition_logtrans\varcomp_results.csv
CPF,UM,20m,sfm_deposition_logtrans,tailup_de,2.84951204542705e-32,CPF\Outputs\Segmented 20m\UM sfm_deposition_logtrans\varcomp_results.csv
CPF,UM,20m,sfm_deposition_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 20m\UM sfm_deposition_logtrans\varcomp_results.csv
CPF,UM,20m,sfm_deposition_logtrans,euclid_de,0.946943137415945,CPF\Outputs\Segmented 20m\UM sfm_deposition_logtrans\varcomp_results.csv
CPF,UM,20m,sfm_deposition_logtrans,nugget,0.0,CPF\Outputs\Segmented 20m\UM sfm_deposition_logtrans\varcomp_results.csv
CPF,UM,20m,sfm_erosion_logtrans,Covariates (PR-sq),0.186235470858542,CPF\Outputs\Segmented 20m\UM sfm_erosion_logtrans\varcomp_results.csv
CPF,UM,20m,sfm_erosion_logtrans,tailup_de,0.813757175761423,CPF\Outputs\Segmented 20m\UM sfm_erosion_logtrans\varcomp_results.csv
CPF,UM,20m,sfm_erosion_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 20m\UM sfm_erosion_logtrans\varcomp_results.csv
CPF,UM,20m,sfm_erosion_logtrans,euclid_de,7.42867334309096e-10,CPF\Outputs\Segmented 20m\UM sfm_erosion_logtrans\varcomp_results.csv
CPF,UM,20m,sfm_erosion_logtrans,nugget,7.35263716765756e-06,CPF\Outputs\Segmented 20m\UM sfm_erosion_logtrans\varcomp_results.csv
CPF,UM,20m,sfm_net change_logtrans,Covariates (PR-sq),0.28434936703845,CPF\Outputs\Segmented 20m\UM sfm_net change_logtrans\varcomp_results.csv
CPF,UM,20m,sfm_net change_logtrans,tailup_de,4.84913510263804e-21,CPF\Outputs\Segmented 20m\UM sfm_net change_logtrans\varcomp_results.csv
CPF,UM,20m,sfm_net change_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 20m\UM sfm_net change_logtrans\varcomp_results.csv
CPF,UM,20m,sfm_net change_logtrans,euclid_de,0.71565063296155,CPF\Outputs\Segmented 20m\UM sfm_net change_logtrans\varcomp_results.csv
CPF,UM,20m,sfm_net change_logtrans,nugget,4.35043449715257e-110,CPF\Outputs\Segmented 20m\UM sfm_net change_logtrans\varcomp_results.csv
CPF,UW,20m,lidar_erosion_logtrans,Covariates (PR-sq),0.0739907646080669,CPF\Outputs\Segmented 20m\UW lidar_erosion_logtrans\varcomp_results.csv
CPF,UW,20m,lidar_erosion_logtrans,tailup_de,0.926009233970468,CPF\Outputs\Segmented 20m\UW lidar_erosion_logtrans\varcomp_results.csv
CPF,UW,20m,lidar_erosion_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 20m\UW lidar_erosion_logtrans\varcomp_results.csv
CPF,UW,20m,lidar_erosion_logtrans,euclid_de,1.4214649460836e-09,CPF\Outputs\Segmented 20m\UW lidar_erosion_logtrans\varcomp_results.csv
CPF,UW,20m,lidar_erosion_logtrans,nugget,3.84178018639758e-84,CPF\Outputs\Segmented 20m\UW lidar_erosion_logtrans\varcomp_results.csv
CPF,UW,20m,sfm_deposition_logtrans,Covariates (PR-sq),0.0469413966323455,CPF\Outputs\Segmented 20m\UW sfm_deposition_logtrans\varcomp_results.csv
CPF,UW,20m,sfm_deposition_logtrans,tailup_de,0.0001990227882551,CPF\Outputs\Segmented 20m\UW sfm_deposition_logtrans\varcomp_results.csv
CPF,UW,20m,sfm_deposition_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 20m\UW sfm_deposition_logtrans\varcomp_results.csv
CPF,UW,20m,sfm_deposition_logtrans,euclid_de,0.952824719822983,CPF\Outputs\Segmented 20m\UW sfm_deposition_logtrans\varcomp_results.csv
CPF,UW,20m,sfm_deposition_logtrans,nugget,3.48607564168018e-05,CPF\Outputs\Segmented 20m\UW sfm_deposition_logtrans\varcomp_results.csv
CPF,UW,20m,sfm_erosion_logtrans,Covariates (PR-sq),0.221619409406463,CPF\Outputs\Segmented 20m\UW sfm_erosion_logtrans\varcomp_results.csv
CPF,UW,20m,sfm_erosion_logtrans,tailup_de,0.719142707417954,CPF\Outputs\Segmented 20m\UW sfm_erosion_logtrans\varcomp_results.csv
CPF,UW,20m,sfm_erosion_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 20m\UW sfm_erosion_logtrans\varcomp_results.csv
CPF,UW,20m,sfm_erosion_logtrans,euclid_de,0.0592276668002549,CPF\Outputs\Segmented 20m\UW sfm_erosion_logtrans\varcomp_results.csv
CPF,UW,20m,sfm_erosion_logtrans,nugget,1.02163753288244e-05,CPF\Outputs\Segmented 20m\UW sfm_erosion_logtrans\varcomp_results.csv
CPF,UW,20m,sfm_net change_logtrans,Covariates (PR-sq),0.0838611610720409,CPF\Outputs\Segmented 20m\UW sfm_net change_logtrans\varcomp_results.csv
CPF,UW,20m,sfm_net change_logtrans,tailup_de,0.81279944519037,CPF\Outputs\Segmented 20m\UW sfm_net change_logtrans\varcomp_results.csv
CPF,UW,20m,sfm_net change_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 20m\UW sfm_net change_logtrans\varcomp_results.csv
CPF,UW,20m,sfm_net change_logtrans,euclid_de,0.10321504669248,CPF\Outputs\Segmented 20m\UW sfm_net change_logtrans\varcomp_results.csv
CPF,UW,20m,sfm_net change_logtrans,nugget,0.0001243470451094,CPF\Outputs\Segmented 20m\UW sfm_net change_logtrans\varcomp_results.csv
CPF,CPF,5m,sfm_deposition_logtrans,Covariates (PR-sq),0.0243359708495667,CPF\Outputs\Segmented 5m\CPF sfm_deposition_logtrans\varcomp_results.csv
CPF,CPF,5m,sfm_deposition_logtrans,tailup_de,0.839913004021474,CPF\Outputs\Segmented 5m\CPF sfm_deposition_logtrans\varcomp_results.csv
CPF,CPF,5m,sfm_deposition_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\CPF sfm_deposition_logtrans\varcomp_results.csv
CPF,CPF,5m,sfm_deposition_logtrans,euclid_de,0.132205281107355,CPF\Outputs\Segmented 5m\CPF sfm_deposition_logtrans\varcomp_results.csv
CPF,CPF,5m,sfm_deposition_logtrans,nugget,0.0034724195792263,CPF\Outputs\Segmented 5m\CPF sfm_deposition_logtrans\varcomp_results.csv
CPF,CPF,5m,sfm_deposition_logtrans,1 | as.factor(ch_watershed),7.33244423787165e-05,CPF\Outputs\Segmented 5m\CPF sfm_deposition_logtrans\varcomp_results.csv
CPF,CPF,5m,sfm_erosion_logtrans,Covariates (PR-sq),0.0163802839364792,CPF\Outputs\Segmented 5m\CPF sfm_erosion_logtrans\varcomp_results.csv
CPF,CPF,5m,sfm_erosion_logtrans,tailup_de,0.41640443834712,CPF\Outputs\Segmented 5m\CPF sfm_erosion_logtrans\varcomp_results.csv
CPF,CPF,5m,sfm_erosion_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\CPF sfm_erosion_logtrans\varcomp_results.csv
CPF,CPF,5m,sfm_erosion_logtrans,euclid_de,1.17799630353161e-07,CPF\Outputs\Segmented 5m\CPF sfm_erosion_logtrans\varcomp_results.csv
CPF,CPF,5m,sfm_erosion_logtrans,nugget,0.537991778758045,CPF\Outputs\Segmented 5m\CPF sfm_erosion_logtrans\varcomp_results.csv
CPF,CPF,5m,sfm_erosion_logtrans,1 | as.factor(ch_watershed),0.0292233811587257,CPF\Outputs\Segmented 5m\CPF sfm_erosion_logtrans\varcomp_results.csv
CPF,ME,5m,sfm_deposition_logtrans,Covariates (PR-sq),0.19704571907875,CPF\Outputs\Segmented 5m\ME sfm_deposition_logtrans\varcomp_results.csv
CPF,ME,5m,sfm_deposition_logtrans,tailup_de,0.709459977162154,CPF\Outputs\Segmented 5m\ME sfm_deposition_logtrans\varcomp_results.csv
CPF,ME,5m,sfm_deposition_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\ME sfm_deposition_logtrans\varcomp_results.csv
CPF,ME,5m,sfm_deposition_logtrans,euclid_de,0.0934942630805193,CPF\Outputs\Segmented 5m\ME sfm_deposition_logtrans\varcomp_results.csv
CPF,ME,5m,sfm_deposition_logtrans,nugget,4.06785765731293e-08,CPF\Outputs\Segmented 5m\ME sfm_deposition_logtrans\varcomp_results.csv
CPF,ME,5m,sfm_erosion_logtrans,Covariates (PR-sq),0.168819919274746,CPF\Outputs\Segmented 5m\ME sfm_erosion_logtrans\varcomp_results.csv
CPF,ME,5m,sfm_erosion_logtrans,tailup_de,0.0303828748855856,CPF\Outputs\Segmented 5m\ME sfm_erosion_logtrans\varcomp_results.csv
CPF,ME,5m,sfm_erosion_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\ME sfm_erosion_logtrans\varcomp_results.csv
CPF,ME,5m,sfm_erosion_logtrans,euclid_de,0.800797205839668,CPF\Outputs\Segmented 5m\ME sfm_erosion_logtrans\varcomp_results.csv
CPF,ME,5m,sfm_erosion_logtrans,nugget,3.71374564611097e-26,CPF\Outputs\Segmented 5m\ME sfm_erosion_logtrans\varcomp_results.csv
CPF,MM,5m,lidar_erosion_logtrans,Covariates (PR-sq),0.0993646120875946,CPF\Outputs\Segmented 5m\MM lidar_erosion_logtrans\varcomp_results.csv
CPF,MM,5m,lidar_erosion_logtrans,tailup_de,0.900635387912405,CPF\Outputs\Segmented 5m\MM lidar_erosion_logtrans\varcomp_results.csv
CPF,MM,5m,lidar_erosion_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\MM lidar_erosion_logtrans\varcomp_results.csv
CPF,MM,5m,lidar_erosion_logtrans,euclid_de,4.43016725883476e-21,CPF\Outputs\Segmented 5m\MM lidar_erosion_logtrans\varcomp_results.csv
CPF,MM,5m,lidar_erosion_logtrans,nugget,7.66726504939818e-33,CPF\Outputs\Segmented 5m\MM lidar_erosion_logtrans\varcomp_results.csv
CPF,MM,5m,sfm_deposition_logtrans,Covariates (PR-sq),0.0509724905736767,CPF\Outputs\Segmented 5m\MM sfm_deposition_logtrans\varcomp_results.csv
CPF,MM,5m,sfm_deposition_logtrans,tailup_de,0.94724346337042,CPF\Outputs\Segmented 5m\MM sfm_deposition_logtrans\varcomp_results.csv
CPF,MM,5m,sfm_deposition_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\MM sfm_deposition_logtrans\varcomp_results.csv
CPF,MM,5m,sfm_deposition_logtrans,euclid_de,0.0017840460559037,CPF\Outputs\Segmented 5m\MM sfm_deposition_logtrans\varcomp_results.csv
CPF,MM,5m,sfm_deposition_logtrans,nugget,9.631331895891589e-127,CPF\Outputs\Segmented 5m\MM sfm_deposition_logtrans\varcomp_results.csv
CPF,MM,5m,sfm_erosion_logtrans,Covariates (PR-sq),0.172503218994765,CPF\Outputs\Segmented 5m\MM sfm_erosion_logtrans\varcomp_results.csv
CPF,MM,5m,sfm_erosion_logtrans,tailup_de,0.0004435796256817,CPF\Outputs\Segmented 5m\MM sfm_erosion_logtrans\varcomp_results.csv
CPF,MM,5m,sfm_erosion_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\MM sfm_erosion_logtrans\varcomp_results.csv
CPF,MM,5m,sfm_erosion_logtrans,euclid_de,3.9188747010168803e-10,CPF\Outputs\Segmented 5m\MM sfm_erosion_logtrans\varcomp_results.csv
CPF,MM,5m,sfm_erosion_logtrans,nugget,0.827053200987666,CPF\Outputs\Segmented 5m\MM sfm_erosion_logtrans\varcomp_results.csv
CPF,MM,5m,sfm_net change_logtrans,Covariates (PR-sq),0.0827949385269212,CPF\Outputs\Segmented 5m\MM sfm_net change_logtrans\varcomp_results.csv
CPF,MM,5m,sfm_net change_logtrans,tailup_de,0.91719215276625,CPF\Outputs\Segmented 5m\MM sfm_net change_logtrans\varcomp_results.csv
CPF,MM,5m,sfm_net change_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\MM sfm_net change_logtrans\varcomp_results.csv
CPF,MM,5m,sfm_net change_logtrans,euclid_de,1.37610976675836e-06,CPF\Outputs\Segmented 5m\MM sfm_net change_logtrans\varcomp_results.csv
CPF,MM,5m,sfm_net change_logtrans,nugget,1.15325970617567e-05,CPF\Outputs\Segmented 5m\MM sfm_net change_logtrans\varcomp_results.csv
CPF,MW,5m,sfm_deposition_logtrans,Covariates (PR-sq),0.0297347679527507,CPF\Outputs\Segmented 5m\MW sfm_deposition_logtrans\varcomp_results.csv
CPF,MW,5m,sfm_deposition_logtrans,tailup_de,0.970264976950408,CPF\Outputs\Segmented 5m\MW sfm_deposition_logtrans\varcomp_results.csv
CPF,MW,5m,sfm_deposition_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\MW sfm_deposition_logtrans\varcomp_results.csv
CPF,MW,5m,sfm_deposition_logtrans,euclid_de,5.64513078589704e-19,CPF\Outputs\Segmented 5m\MW sfm_deposition_logtrans\varcomp_results.csv
CPF,MW,5m,sfm_deposition_logtrans,nugget,2.55096841647836e-07,CPF\Outputs\Segmented 5m\MW sfm_deposition_logtrans\varcomp_results.csv
CPF,MW,5m,sfm_erosion_logtrans,Covariates (PR-sq),0.115175029074626,CPF\Outputs\Segmented 5m\MW sfm_erosion_logtrans\varcomp_results.csv
CPF,MW,5m,sfm_erosion_logtrans,tailup_de,0.221617736289196,CPF\Outputs\Segmented 5m\MW sfm_erosion_logtrans\varcomp_results.csv
CPF,MW,5m,sfm_erosion_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\MW sfm_erosion_logtrans\varcomp_results.csv
CPF,MW,5m,sfm_erosion_logtrans,euclid_de,0.661237904484366,CPF\Outputs\Segmented 5m\MW sfm_erosion_logtrans\varcomp_results.csv
CPF,MW,5m,sfm_erosion_logtrans,nugget,0.0019693301518117,CPF\Outputs\Segmented 5m\MW sfm_erosion_logtrans\varcomp_results.csv
CPF,MW,5m,sfm_net change_logtrans,Covariates (PR-sq),0.0483439477502475,CPF\Outputs\Segmented 5m\MW sfm_net change_logtrans\varcomp_results.csv
CPF,MW,5m,sfm_net change_logtrans,tailup_de,0.951656049809266,CPF\Outputs\Segmented 5m\MW sfm_net change_logtrans\varcomp_results.csv
CPF,MW,5m,sfm_net change_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\MW sfm_net change_logtrans\varcomp_results.csv
CPF,MW,5m,sfm_net change_logtrans,euclid_de,2.4404865887781103e-09,CPF\Outputs\Segmented 5m\MW sfm_net change_logtrans\varcomp_results.csv
CPF,MW,5m,sfm_net change_logtrans,nugget,6.187306249054501e-118,CPF\Outputs\Segmented 5m\MW sfm_net change_logtrans\varcomp_results.csv
CPF,UE,5m,lidar_erosion_logtrans,Covariates (PR-sq),0.0767185481203702,CPF\Outputs\Segmented 5m\UE lidar_erosion_logtrans\varcomp_results.csv
CPF,UE,5m,lidar_erosion_logtrans,tailup_de,0.923281451877884,CPF\Outputs\Segmented 5m\UE lidar_erosion_logtrans\varcomp_results.csv
CPF,UE,5m,lidar_erosion_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\UE lidar_erosion_logtrans\varcomp_results.csv
CPF,UE,5m,lidar_erosion_logtrans,euclid_de,1.7463383340091698e-12,CPF\Outputs\Segmented 5m\UE lidar_erosion_logtrans\varcomp_results.csv
CPF,UE,5m,lidar_erosion_logtrans,nugget,1.6767304136933503e-117,CPF\Outputs\Segmented 5m\UE lidar_erosion_logtrans\varcomp_results.csv
CPF,UE,5m,sfm_deposition_logtrans,Covariates (PR-sq),0.251328653116509,CPF\Outputs\Segmented 5m\UE sfm_deposition_logtrans\varcomp_results.csv
CPF,UE,5m,sfm_deposition_logtrans,tailup_de,0.748670585463858,CPF\Outputs\Segmented 5m\UE sfm_deposition_logtrans\varcomp_results.csv
CPF,UE,5m,sfm_deposition_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\UE sfm_deposition_logtrans\varcomp_results.csv
CPF,UE,5m,sfm_deposition_logtrans,euclid_de,7.61419633373872e-07,CPF\Outputs\Segmented 5m\UE sfm_deposition_logtrans\varcomp_results.csv
CPF,UE,5m,sfm_deposition_logtrans,nugget,1.1241113661954899e-50,CPF\Outputs\Segmented 5m\UE sfm_deposition_logtrans\varcomp_results.csv
CPF,UE,5m,sfm_erosion_logtrans,Covariates (PR-sq),0.243051947981915,CPF\Outputs\Segmented 5m\UE sfm_erosion_logtrans\varcomp_results.csv
CPF,UE,5m,sfm_erosion_logtrans,tailup_de,0.756945179173727,CPF\Outputs\Segmented 5m\UE sfm_erosion_logtrans\varcomp_results.csv
CPF,UE,5m,sfm_erosion_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\UE sfm_erosion_logtrans\varcomp_results.csv
CPF,UE,5m,sfm_erosion_logtrans,euclid_de,2.8728443577365e-06,CPF\Outputs\Segmented 5m\UE sfm_erosion_logtrans\varcomp_results.csv
CPF,UE,5m,sfm_erosion_logtrans,nugget,8.75089469265471e-66,CPF\Outputs\Segmented 5m\UE sfm_erosion_logtrans\varcomp_results.csv
CPF,UE,5m,sfm_net change_logtrans,Covariates (PR-sq),0.102784956117878,CPF\Outputs\Segmented 5m\UE sfm_net change_logtrans\varcomp_results.csv
CPF,UE,5m,sfm_net change_logtrans,tailup_de,0.797243276667801,CPF\Outputs\Segmented 5m\UE sfm_net change_logtrans\varcomp_results.csv
CPF,UE,5m,sfm_net change_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\UE sfm_net change_logtrans\varcomp_results.csv
CPF,UE,5m,sfm_net change_logtrans,euclid_de,0.0999717672143201,CPF\Outputs\Segmented 5m\UE sfm_net change_logtrans\varcomp_results.csv
CPF,UE,5m,sfm_net change_logtrans,nugget,5.41519415494423e-68,CPF\Outputs\Segmented 5m\UE sfm_net change_logtrans\varcomp_results.csv
CPF,UM,5m,sfm_deposition_logtrans,Covariates (PR-sq),0.140223532033086,CPF\Outputs\Segmented 5m\UM sfm_deposition_logtrans\varcomp_results.csv
CPF,UM,5m,sfm_deposition_logtrans,tailup_de,4.72477164032449e-06,CPF\Outputs\Segmented 5m\UM sfm_deposition_logtrans\varcomp_results.csv
CPF,UM,5m,sfm_deposition_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\UM sfm_deposition_logtrans\varcomp_results.csv
CPF,UM,5m,sfm_deposition_logtrans,euclid_de,0.859771739955454,CPF\Outputs\Segmented 5m\UM sfm_deposition_logtrans\varcomp_results.csv
CPF,UM,5m,sfm_deposition_logtrans,nugget,3.2398198041882405e-09,CPF\Outputs\Segmented 5m\UM sfm_deposition_logtrans\varcomp_results.csv
CPF,UM,5m,sfm_erosion_logtrans,Covariates (PR-sq),0.114921493593364,CPF\Outputs\Segmented 5m\UM sfm_erosion_logtrans\varcomp_results.csv
CPF,UM,5m,sfm_erosion_logtrans,tailup_de,0.2225028979508,CPF\Outputs\Segmented 5m\UM sfm_erosion_logtrans\varcomp_results.csv
CPF,UM,5m,sfm_erosion_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\UM sfm_erosion_logtrans\varcomp_results.csv
CPF,UM,5m,sfm_erosion_logtrans,euclid_de,0.65383428535241,CPF\Outputs\Segmented 5m\UM sfm_erosion_logtrans\varcomp_results.csv
CPF,UM,5m,sfm_erosion_logtrans,nugget,0.0087413231034271,CPF\Outputs\Segmented 5m\UM sfm_erosion_logtrans\varcomp_results.csv
CPF,UW,5m,sfm_deposition_logtrans,Covariates (PR-sq),0.0458452006604094,CPF\Outputs\Segmented 5m\UW sfm_deposition_logtrans\varcomp_results.csv
CPF,UW,5m,sfm_deposition_logtrans,tailup_de,0.508840296760674,CPF\Outputs\Segmented 5m\UW sfm_deposition_logtrans\varcomp_results.csv
CPF,UW,5m,sfm_deposition_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\UW sfm_deposition_logtrans\varcomp_results.csv
CPF,UW,5m,sfm_deposition_logtrans,euclid_de,0.254311976462377,CPF\Outputs\Segmented 5m\UW sfm_deposition_logtrans\varcomp_results.csv
CPF,UW,5m,sfm_deposition_logtrans,nugget,0.191002526116539,CPF\Outputs\Segmented 5m\UW sfm_deposition_logtrans\varcomp_results.csv
CPF,UW,5m,sfm_erosion_logtrans,Covariates (PR-sq),0.105059618326806,CPF\Outputs\Segmented 5m\UW sfm_erosion_logtrans\varcomp_results.csv
CPF,UW,5m,sfm_erosion_logtrans,tailup_de,0.028649078680407,CPF\Outputs\Segmented 5m\UW sfm_erosion_logtrans\varcomp_results.csv
CPF,UW,5m,sfm_erosion_logtrans,taildown_de,0.0,CPF\Outputs\Segmented 5m\UW sfm_erosion_logtrans\varcomp_results.csv
CPF,UW,5m,sfm_erosion_logtrans,euclid_de,0.810681830475446,CPF\Outputs\Segmented 5m\UW sfm_erosion_logtrans\varcomp_results.csv
CPF,UW,5m,sfm_erosion_logtrans,nugget,0.0556094725173407,CPF\Outputs\Segmented 5m\UW sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,10m,lidar_erosion_logtrans,Covariates (PR-sq),0.119457713681143,ETF\Outputs\Segmented 10m\ETF lidar_erosion_logtrans\varcomp_results.csv
ETF,ETF,10m,lidar_erosion_logtrans,tailup_de,0.880537213511726,ETF\Outputs\Segmented 10m\ETF lidar_erosion_logtrans\varcomp_results.csv
ETF,ETF,10m,lidar_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 10m\ETF lidar_erosion_logtrans\varcomp_results.csv
ETF,ETF,10m,lidar_erosion_logtrans,euclid_de,4.26049911703607e-06,ETF\Outputs\Segmented 10m\ETF lidar_erosion_logtrans\varcomp_results.csv
